Run,Dataset,Label_Ratio,GMean,Labeling Strategy
22,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Non_Uniform
22,Keystroke,0.05,0.561292712,Uniform
22,Keystroke,0.05,0.586094538,Non_Uniform
22,Keystroke,0.1,0.660722537,Uniform
22,Keystroke,0.1,0.635535938,Non_Uniform
22,Keystroke,0.2,0.759429881,Uniform
22,Keystroke,0.2,0.76382385,Non_Uniform
22,Keystroke,0.5,0.684794435,Uniform
22,Keystroke,0.5,0.900098924,Non_Uniform
22,Keystroke,1,0.940603409,Uniform
22,Keystroke,1,0.940603409,Non_Uniform
22,NOAA,0.05,0.54276091,Uniform
22,NOAA,0.05,0.537162297,Non_Uniform
22,NOAA,0.1,0.566683737,Uniform
22,NOAA,0.1,0.573783751,Non_Uniform
22,NOAA,0.2,0.574929936,Uniform
22,NOAA,0.2,0.616565683,Non_Uniform
22,NOAA,0.5,0.664807861,Uniform
22,NOAA,0.5,0.662186199,Non_Uniform
22,NOAA,1,0.673206388,Uniform
22,NOAA,1,0.673206388,Non_Uniform
22,Ozone,0.05,0.398216804,Uniform
22,Ozone,0.05,0.424681212,Non_Uniform
22,Ozone,0.1,0.544095336,Uniform
22,Ozone,0.1,0.447867111,Non_Uniform
22,Ozone,0.2,0.483722719,Uniform
22,Ozone,0.2,0.49855398,Non_Uniform
22,Ozone,0.5,0.521537607,Uniform
22,Ozone,0.5,0.491924671,Non_Uniform
22,Ozone,1,0.474968935,Uniform
22,Ozone,1,0.474968935,Non_Uniform
23,INSECTS incremental_imbalanced,0.05,0.256502765,Uniform
23,INSECTS incremental_imbalanced,0.05,0.255298247,Non_Uniform
23,INSECTS incremental_imbalanced,0.1,0.253359944,Uniform
23,INSECTS incremental_imbalanced,0.1,0.245729672,Non_Uniform
23,INSECTS incremental_imbalanced,0.2,0.201822281,Uniform
23,INSECTS incremental_imbalanced,0.2,0.279134555,Non_Uniform
23,INSECTS incremental_imbalanced,0.5,0.140975782,Uniform
23,INSECTS incremental_imbalanced,0.5,0.352079358,Non_Uniform
23,INSECTS incremental_imbalanced,1,0.397326651,Uniform
23,INSECTS incremental_imbalanced,1,0.397326651,Non_Uniform
23,INSECTS incremental-abrupt_imbalanced,0.05,0.263494076,Uniform
23,INSECTS incremental-abrupt_imbalanced,0.05,0.248990013,Non_Uniform
23,INSECTS incremental-abrupt_imbalanced,0.1,0.256377587,Uniform
23,INSECTS incremental-abrupt_imbalanced,0.1,0.260342649,Non_Uniform
23,INSECTS incremental-abrupt_imbalanced,0.2,0.253076247,Uniform
23,INSECTS incremental-abrupt_imbalanced,0.2,0.274009862,Non_Uniform
23,INSECTS incremental-abrupt_imbalanced,0.5,0.237086753,Uniform
23,INSECTS incremental-abrupt_imbalanced,0.5,0.344570313,Non_Uniform
23,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Uniform
23,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Non_Uniform
23,Keystroke,0.05,0.551070136,Uniform
23,Keystroke,0.05,0.588059941,Non_Uniform
23,Keystroke,0.1,0.703439806,Uniform
23,Keystroke,0.1,0.688139375,Non_Uniform
23,Keystroke,0.2,0.74264432,Uniform
23,Keystroke,0.2,0.79186311,Non_Uniform
23,Keystroke,0.5,0.684794435,Uniform
23,Keystroke,0.5,0.918158234,Non_Uniform
23,Keystroke,1,0.940603409,Uniform
23,Keystroke,1,0.940603409,Non_Uniform
23,NOAA,0.05,0.527224883,Uniform
23,NOAA,0.05,0.540917668,Non_Uniform
23,NOAA,0.1,0.563756652,Uniform
23,NOAA,0.1,0.571065121,Non_Uniform
23,NOAA,0.2,0.576886398,Uniform
23,NOAA,0.2,0.635637641,Non_Uniform
23,NOAA,0.5,0.65697857,Uniform
23,NOAA,0.5,0.660516271,Non_Uniform
23,NOAA,1,0.673206388,Uniform
23,NOAA,1,0.673206388,Non_Uniform
23,Ozone,0.05,0.386896732,Uniform
23,Ozone,0.05,0.329753472,Non_Uniform
23,Ozone,0.1,0.500547761,Uniform
23,Ozone,0.1,0.438067267,Non_Uniform
23,Ozone,0.2,0.530672797,Uniform
23,Ozone,0.2,0.488052882,Non_Uniform
23,Ozone,0.5,0.521537607,Uniform
23,Ozone,0.5,0.520855115,Non_Uniform
23,Ozone,1,0.474968935,Uniform
23,Ozone,1,0.474968935,Non_Uniform
24,INSECTS incremental_imbalanced,0.05,0.23777554,Uniform
24,INSECTS incremental_imbalanced,0.05,0.259323844,Non_Uniform
24,INSECTS incremental_imbalanced,0.1,0.251153796,Uniform
24,INSECTS incremental_imbalanced,0.1,0.258205043,Non_Uniform
24,INSECTS incremental_imbalanced,0.2,0.202891199,Uniform
24,INSECTS incremental_imbalanced,0.2,0.282580867,Non_Uniform
24,INSECTS incremental_imbalanced,0.5,0.140975782,Uniform
24,INSECTS incremental_imbalanced,0.5,0.343085918,Non_Uniform
24,INSECTS incremental_imbalanced,1,0.397326651,Uniform
24,INSECTS incremental_imbalanced,1,0.397326651,Non_Uniform
24,INSECTS incremental-abrupt_imbalanced,0.05,0.258644941,Uniform
24,INSECTS incremental-abrupt_imbalanced,0.05,0.253412516,Non_Uniform
24,INSECTS incremental-abrupt_imbalanced,0.1,0.256377587,Uniform
24,INSECTS incremental-abrupt_imbalanced,0.1,0.24960339,Non_Uniform
24,INSECTS incremental-abrupt_imbalanced,0.2,0.245814772,Uniform
24,INSECTS incremental-abrupt_imbalanced,0.2,0.271257283,Non_Uniform
24,INSECTS incremental-abrupt_imbalanced,0.5,0.237086753,Uniform
24,INSECTS incremental-abrupt_imbalanced,0.5,0.340536233,Non_Uniform
24,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Uniform
24,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Non_Uniform
24,Keystroke,0.05,0.618715253,Uniform
24,Keystroke,0.05,0.604863984,Non_Uniform
24,Keystroke,0.1,0.67448349,Uniform
24,Keystroke,0.1,0.630377539,Non_Uniform
24,Keystroke,0.2,0.759429881,Uniform
24,Keystroke,0.2,0.827994861,Non_Uniform
24,Keystroke,0.5,0.684794435,Uniform
24,Keystroke,0.5,0.927491605,Non_Uniform
24,Keystroke,1,0.940603409,Uniform
24,Keystroke,1,0.940603409,Non_Uniform
24,NOAA,0.05,0.530335555,Uniform
24,NOAA,0.05,0.538226699,Non_Uniform
24,NOAA,0.1,0.563756652,Uniform
24,NOAA,0.1,0.582634371,Non_Uniform
24,NOAA,0.2,0.576886398,Uniform
24,NOAA,0.2,0.614831819,Non_Uniform
24,NOAA,0.5,0.65697857,Uniform
24,NOAA,0.5,0.65297629,Non_Uniform
24,NOAA,1,0.673206388,Uniform
24,NOAA,1,0.673206388,Non_Uniform
24,Ozone,0.05,0.476337205,Uniform
24,Ozone,0.05,0.328841289,Non_Uniform
24,Ozone,0.1,0.430694173,Uniform
24,Ozone,0.1,0.445838685,Non_Uniform
24,Ozone,0.2,0.526925722,Uniform
24,Ozone,0.2,0.494115883,Non_Uniform
24,Ozone,0.5,0.485630903,Uniform
24,Ozone,0.5,0.59998419,Non_Uniform
24,Ozone,1,0.474968935,Uniform
24,Ozone,1,0.474968935,Non_Uniform
25,INSECTS incremental_imbalanced,0.05,0.258429644,Uniform
25,INSECTS incremental_imbalanced,0.05,0.253797357,Non_Uniform
25,INSECTS incremental_imbalanced,0.1,0.254325286,Uniform
25,INSECTS incremental_imbalanced,0.1,0.257636968,Non_Uniform
25,INSECTS incremental_imbalanced,0.2,0.202891199,Uniform
25,INSECTS incremental_imbalanced,0.2,0.263594125,Non_Uniform
25,INSECTS incremental_imbalanced,0.5,0.140975782,Uniform
25,INSECTS incremental_imbalanced,0.5,0.350086086,Non_Uniform
25,INSECTS incremental_imbalanced,1,0.397326651,Uniform
25,INSECTS incremental_imbalanced,1,0.397326651,Non_Uniform
25,INSECTS incremental-abrupt_imbalanced,0.05,0.238917833,Uniform
25,INSECTS incremental-abrupt_imbalanced,0.05,0.260410157,Non_Uniform
25,INSECTS incremental-abrupt_imbalanced,0.1,0.261829691,Uniform
25,INSECTS incremental-abrupt_imbalanced,0.1,0.252758129,Non_Uniform
25,INSECTS incremental-abrupt_imbalanced,0.2,0.245814772,Uniform
25,INSECTS incremental-abrupt_imbalanced,0.2,0.263044433,Non_Uniform
25,INSECTS incremental-abrupt_imbalanced,0.5,0.237086753,Uniform
25,INSECTS incremental-abrupt_imbalanced,0.5,0.348407109,Non_Uniform
25,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Uniform
25,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Non_Uniform
25,Keystroke,0.05,0.549737125,Uniform
25,Keystroke,0.05,0.584090313,Non_Uniform
25,Keystroke,0.1,0.677857726,Uniform
25,Keystroke,0.1,0.573559835,Non_Uniform
25,Keystroke,0.2,0.808101158,Uniform
25,Keystroke,0.2,0.778880126,Non_Uniform
25,Keystroke,0.5,0.684794435,Uniform
25,Keystroke,0.5,0.907437653,Non_Uniform
25,Keystroke,1,0.940603409,Uniform
25,Keystroke,1,0.940603409,Non_Uniform
25,NOAA,0.05,0.539597545,Uniform
25,NOAA,0.05,0.548945108,Non_Uniform
25,NOAA,0.1,0.564682885,Uniform
25,NOAA,0.1,0.580345824,Non_Uniform
25,NOAA,0.2,0.576154674,Uniform
25,NOAA,0.2,0.624316743,Non_Uniform
25,NOAA,0.5,0.664807861,Uniform
25,NOAA,0.5,0.665902411,Non_Uniform
25,NOAA,1,0.673206388,Uniform
25,NOAA,1,0.673206388,Non_Uniform
25,Ozone,0.05,0.476337205,Uniform
25,Ozone,0.05,0.398038111,Non_Uniform
25,Ozone,0.1,0.430694173,Uniform
25,Ozone,0.1,0.467949358,Non_Uniform
25,Ozone,0.2,0.526925722,Uniform
25,Ozone,0.2,0.477480874,Non_Uniform
25,Ozone,0.5,0.485630903,Uniform
25,Ozone,0.5,0.508258111,Non_Uniform
25,Ozone,1,0.474968935,Uniform
25,Ozone,1,0.474968935,Non_Uniform
26,INSECTS incremental_imbalanced,0.05,0.246452142,Uniform
26,INSECTS incremental_imbalanced,0.05,0.2478178,Non_Uniform
26,INSECTS incremental_imbalanced,0.1,0.253359944,Uniform
26,INSECTS incremental_imbalanced,0.1,0.241953685,Non_Uniform
26,INSECTS incremental_imbalanced,0.2,0.205993271,Uniform
26,INSECTS incremental_imbalanced,0.2,0.263522511,Non_Uniform
26,INSECTS incremental_imbalanced,0.5,0.140975782,Uniform
26,INSECTS incremental_imbalanced,0.5,0.352651828,Non_Uniform
26,INSECTS incremental_imbalanced,1,0.397326651,Uniform
26,INSECTS incremental_imbalanced,1,0.397326651,Non_Uniform
26,INSECTS incremental-abrupt_imbalanced,0.05,0.251629667,Uniform
26,INSECTS incremental-abrupt_imbalanced,0.05,0.251244482,Non_Uniform
26,INSECTS incremental-abrupt_imbalanced,0.1,0.258921829,Uniform
26,INSECTS incremental-abrupt_imbalanced,0.1,0.259205573,Non_Uniform
26,INSECTS incremental-abrupt_imbalanced,0.2,0.244025048,Uniform
26,INSECTS incremental-abrupt_imbalanced,0.2,0.269249425,Non_Uniform
26,INSECTS incremental-abrupt_imbalanced,0.5,0.237086753,Uniform
26,INSECTS incremental-abrupt_imbalanced,0.5,0.345848423,Non_Uniform
26,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Uniform
26,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Non_Uniform
26,Keystroke,0.05,0.551070136,Uniform
26,Keystroke,0.05,0.544408917,Non_Uniform
26,Keystroke,0.1,0.669397273,Uniform
26,Keystroke,0.1,0.658764499,Non_Uniform
26,Keystroke,0.2,0.74264432,Uniform
26,Keystroke,0.2,0.792247096,Non_Uniform
26,Keystroke,0.5,0.684794435,Uniform
26,Keystroke,0.5,0.922168845,Non_Uniform
26,Keystroke,1,0.940603409,Uniform
26,Keystroke,1,0.940603409,Non_Uniform
26,NOAA,0.05,0.514839675,Uniform
26,NOAA,0.05,0.556712584,Non_Uniform
26,NOAA,0.1,0.598205873,Uniform
26,NOAA,0.1,0.580577297,Non_Uniform
26,NOAA,0.2,0.576154674,Uniform
26,NOAA,0.2,0.631047518,Non_Uniform
26,NOAA,0.5,0.65697857,Uniform
26,NOAA,0.5,0.656676709,Non_Uniform
26,NOAA,1,0.673206388,Uniform
26,NOAA,1,0.673206388,Non_Uniform
26,Ozone,0.05,0.398216804,Uniform
26,Ozone,0.05,0.449611037,Non_Uniform
26,Ozone,0.1,0.450062062,Uniform
26,Ozone,0.1,0.458679414,Non_Uniform
26,Ozone,0.2,0.530672797,Uniform
26,Ozone,0.2,0.508693396,Non_Uniform
26,Ozone,0.5,0.521537607,Uniform
26,Ozone,0.5,0.41858503,Non_Uniform
26,Ozone,1,0.474968935,Uniform
26,Ozone,1,0.474968935,Non_Uniform
27,INSECTS incremental_imbalanced,0.05,0.258671007,Uniform
27,INSECTS incremental_imbalanced,0.05,0.249845314,Non_Uniform
27,INSECTS incremental_imbalanced,0.1,0.248115518,Uniform
27,INSECTS incremental_imbalanced,0.1,0.250901641,Non_Uniform
27,INSECTS incremental_imbalanced,0.2,0.201822281,Uniform
27,INSECTS incremental_imbalanced,0.2,0.270046423,Non_Uniform
27,INSECTS incremental_imbalanced,0.5,0.140975782,Uniform
27,INSECTS incremental_imbalanced,0.5,0.354732426,Non_Uniform
27,INSECTS incremental_imbalanced,1,0.397326651,Uniform
27,INSECTS incremental_imbalanced,1,0.397326651,Non_Uniform
27,INSECTS incremental-abrupt_imbalanced,0.05,0.242604459,Uniform
27,INSECTS incremental-abrupt_imbalanced,0.05,0.259507917,Non_Uniform
27,INSECTS incremental-abrupt_imbalanced,0.1,0.253502868,Uniform
27,INSECTS incremental-abrupt_imbalanced,0.1,0.260310799,Non_Uniform
27,INSECTS incremental-abrupt_imbalanced,0.2,0.242342842,Uniform
27,INSECTS incremental-abrupt_imbalanced,0.2,0.268189168,Non_Uniform
27,INSECTS incremental-abrupt_imbalanced,0.5,0.237086753,Uniform
27,INSECTS incremental-abrupt_imbalanced,0.5,0.344748162,Non_Uniform
27,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Uniform
27,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Non_Uniform
27,Keystroke,0.05,0.522383044,Uniform
27,Keystroke,0.05,0.634129967,Non_Uniform
27,Keystroke,0.1,0.703439806,Uniform
27,Keystroke,0.1,0.656227515,Non_Uniform
27,Keystroke,0.2,0.808101158,Uniform
27,Keystroke,0.2,0.77565567,Non_Uniform
27,Keystroke,0.5,0.684794435,Uniform
27,Keystroke,0.5,0.918664642,Non_Uniform
27,Keystroke,1,0.940603409,Uniform
27,Keystroke,1,0.940603409,Non_Uniform
27,NOAA,0.05,0.529426152,Uniform
27,NOAA,0.05,0.56045673,Non_Uniform
27,NOAA,0.1,0.598205873,Uniform
27,NOAA,0.1,0.57784602,Non_Uniform
27,NOAA,0.2,0.574929936,Uniform
27,NOAA,0.2,0.628838051,Non_Uniform
27,NOAA,0.5,0.65697857,Uniform
27,NOAA,0.5,0.658190814,Non_Uniform
27,NOAA,1,0.673206388,Uniform
27,NOAA,1,0.673206388,Non_Uniform
27,Ozone,0.05,0.298870132,Uniform
27,Ozone,0.05,0.538612373,Non_Uniform
27,Ozone,0.1,0.450062062,Uniform
27,Ozone,0.1,0.41464165,Non_Uniform
27,Ozone,0.2,0.530672797,Uniform
27,Ozone,0.2,0.509149011,Non_Uniform
27,Ozone,0.5,0.521537607,Uniform
27,Ozone,0.5,0.503853197,Non_Uniform
27,Ozone,1,0.474968935,Uniform
27,Ozone,1,0.474968935,Non_Uniform
28,INSECTS incremental_imbalanced,0.05,0.258429644,Uniform
28,INSECTS incremental_imbalanced,0.05,0.249068598,Non_Uniform
28,INSECTS incremental_imbalanced,0.1,0.247064631,Uniform
28,INSECTS incremental_imbalanced,0.1,0.246523205,Non_Uniform
28,INSECTS incremental_imbalanced,0.2,0.205993271,Uniform
28,INSECTS incremental_imbalanced,0.2,0.283184042,Non_Uniform
28,INSECTS incremental_imbalanced,0.5,0.140975782,Uniform
28,INSECTS incremental_imbalanced,0.5,0.346610523,Non_Uniform
28,INSECTS incremental_imbalanced,1,0.397326651,Uniform
28,INSECTS incremental_imbalanced,1,0.397326651,Non_Uniform
28,INSECTS incremental-abrupt_imbalanced,0.05,0.246002339,Uniform
28,INSECTS incremental-abrupt_imbalanced,0.05,0.260382413,Non_Uniform
28,INSECTS incremental-abrupt_imbalanced,0.1,0.253502868,Uniform
28,INSECTS incremental-abrupt_imbalanced,0.1,0.262414502,Non_Uniform
28,INSECTS incremental-abrupt_imbalanced,0.2,0.245814772,Uniform
28,INSECTS incremental-abrupt_imbalanced,0.2,0.277258655,Non_Uniform
28,INSECTS incremental-abrupt_imbalanced,0.5,0.237086753,Uniform
28,INSECTS incremental-abrupt_imbalanced,0.5,0.343861698,Non_Uniform
28,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Uniform
28,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Non_Uniform
28,Keystroke,0.05,0.618715253,Uniform
28,Keystroke,0.05,0.501925115,Non_Uniform
28,Keystroke,0.1,0.703439806,Uniform
28,Keystroke,0.1,0.650513652,Non_Uniform
28,Keystroke,0.2,0.74264432,Uniform
28,Keystroke,0.2,0.775789055,Non_Uniform
28,Keystroke,0.5,0.684794435,Uniform
28,Keystroke,0.5,0.920961027,Non_Uniform
28,Keystroke,1,0.940603409,Uniform
28,Keystroke,1,0.940603409,Non_Uniform
28,NOAA,0.05,0.525269049,Uniform
28,NOAA,0.05,0.560251818,Non_Uniform
28,NOAA,0.1,0.598205873,Uniform
28,NOAA,0.1,0.57920396,Non_Uniform
28,NOAA,0.2,0.564626106,Uniform
28,NOAA,0.2,0.619847654,Non_Uniform
28,NOAA,0.5,0.664807861,Uniform
28,NOAA,0.5,0.655330656,Non_Uniform
28,NOAA,1,0.673206388,Uniform
28,NOAA,1,0.673206388,Non_Uniform
28,Ozone,0.05,0.398216804,Uniform
28,Ozone,0.05,0.454738959,Non_Uniform
28,Ozone,0.1,0.412111128,Uniform
28,Ozone,0.1,0.402959253,Non_Uniform
28,Ozone,0.2,0.529621612,Uniform
28,Ozone,0.2,0.482020214,Non_Uniform
28,Ozone,0.5,0.485630903,Uniform
28,Ozone,0.5,0.535226229,Non_Uniform
28,Ozone,1,0.474968935,Uniform
28,Ozone,1,0.474968935,Non_Uniform
29,INSECTS incremental_imbalanced,0.05,0.235156016,Uniform
29,INSECTS incremental_imbalanced,0.05,0.245643867,Non_Uniform
29,INSECTS incremental_imbalanced,0.1,0.243818076,Uniform
29,INSECTS incremental_imbalanced,0.1,0.244807976,Non_Uniform
29,INSECTS incremental_imbalanced,0.2,0.201822281,Uniform
29,INSECTS incremental_imbalanced,0.2,0.256664728,Non_Uniform
29,INSECTS incremental_imbalanced,0.5,0.140975782,Uniform
29,INSECTS incremental_imbalanced,0.5,0.354387933,Non_Uniform
29,INSECTS incremental_imbalanced,1,0.397326651,Uniform
29,INSECTS incremental_imbalanced,1,0.397326651,Non_Uniform
29,INSECTS incremental-abrupt_imbalanced,0.05,0.258644941,Uniform
29,INSECTS incremental-abrupt_imbalanced,0.05,0.248515475,Non_Uniform
29,INSECTS incremental-abrupt_imbalanced,0.1,0.251056904,Uniform
29,INSECTS incremental-abrupt_imbalanced,0.1,0.246116167,Non_Uniform
29,INSECTS incremental-abrupt_imbalanced,0.2,0.244025048,Uniform
29,INSECTS incremental-abrupt_imbalanced,0.2,0.279747899,Non_Uniform
29,INSECTS incremental-abrupt_imbalanced,0.5,0.237086753,Uniform
29,INSECTS incremental-abrupt_imbalanced,0.5,0.347494113,Non_Uniform
29,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Uniform
29,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Non_Uniform
29,Keystroke,0.05,0.522383044,Uniform
29,Keystroke,0.05,0.606541184,Non_Uniform
29,Keystroke,0.1,0.703439806,Uniform
29,Keystroke,0.1,0.674557865,Non_Uniform
29,Keystroke,0.2,0.794458979,Uniform
29,Keystroke,0.2,0.79026182,Non_Uniform
29,Keystroke,0.5,0.684794435,Uniform
29,Keystroke,0.5,0.923776813,Non_Uniform
29,Keystroke,1,0.940603409,Uniform
29,Keystroke,1,0.940603409,Non_Uniform
29,NOAA,0.05,0.54789658,Uniform
29,NOAA,0.05,0.557747241,Non_Uniform
29,NOAA,0.1,0.568087838,Uniform
29,NOAA,0.1,0.578262012,Non_Uniform
29,NOAA,0.2,0.564626106,Uniform
29,NOAA,0.2,0.617979114,Non_Uniform
29,NOAA,0.5,0.664807861,Uniform
29,NOAA,0.5,0.664081793,Non_Uniform
29,NOAA,1,0.673206388,Uniform
29,NOAA,1,0.673206388,Non_Uniform
29,Ozone,0.05,0.484177342,Uniform
29,Ozone,0.05,0.512630315,Non_Uniform
29,Ozone,0.1,0.529920032,Uniform
29,Ozone,0.1,0.490164649,Non_Uniform
29,Ozone,0.2,0.530672797,Uniform
29,Ozone,0.2,0.470722732,Non_Uniform
29,Ozone,0.5,0.485630903,Uniform
29,Ozone,0.5,0.508926432,Non_Uniform
29,Ozone,1,0.474968935,Uniform
29,Ozone,1,0.474968935,Non_Uniform
